ydID,ydID2,Longitude,Latitude,Sample_end_latest,SS
XXALYF110807151,XXALYF2011151,130.1565,47.4671,2013-1-1,XXAL
XXALYF110807152,XXALYF2011152,130.1391,47.4524,2013-1-1,XXAL
XXALYF110807153,XXALYF2011153,130.1993,47.3833,2013-1-1,XXAL
XXALYF110807154,XXALYF2011154,130.2107,47.3747,2013-1-1,XXAL
XXALYF110807155,XXALYF2011155,130.2101,47.3745,2013-1-1,XXAL
XXALYF110808156,XXALYF2011156,130.3111,47.5306,2013-1-1,XXAL
XXALYF110808157,XXALYF2011157,130.2961,47.4736,2013-1-1,XXAL
XXALYF110808159,XXALYF2011159,130.2026,47.4132,2013-1-1,XXAL
XXALYF110808160,XXALYF2011160,130.2023,47.4115,2013-1-1,XXAL
XXALYF110808161,XXALYF2011161,129.9256,47.5973,2013-1-1,XXAL
XXALYF110808163,XXALYF2011163,129.9397,47.6069,2013-1-1,XXAL
ZGCLYF090717001,ZGCLYF2009001,127.5554,45.3018,2013-1-1,ZGCL
ZGCLYF090717002,ZGCLYF2009002,129.4963,45.2983,2013-1-1,ZGCL
ZGCLYF090718003,ZGCLYF2009003,127.562,45.3062,2013-1-1,ZGCL
ZGCLYF090718004,ZGCLYF2009004,127.4611,45.3863,2013-1-1,ZGCL
ZGCLYF090718005,ZGCLYF2009005,127.5594,45.3042,2013-1-1,ZGCL
ZGCLYF090718006,ZGCLYF2009006,127.4364,45.359,2013-1-1,ZGCL
ZGCLYF090719007,ZGCLYF2009007,127.6722,45.2471,2013-1-1,ZGCL
ZGCLYF090719008,ZGCLYF2009008,127.7017,45.2482,2013-1-1,ZGCL
ZGCLYF090719009,ZGCLYF2009009,127.7838,45.2611,2013-1-1,ZGCL
ZGCLYF090719010,ZGCLYF2009010,127.704,45.2476,2013-1-1,ZGCL
ZGCLYF090720011,ZGCLYF2009011,127.8554,45.2888,2013-1-1,ZGCL
ZGCLYF090720012,ZGCLYF2009012,127.8346,45.1285,2013-1-1,ZGCL
ZGCLYF090721013,ZGCLYF2009013,128.3262,45.2296,2013-1-1,ZGCL
ZGCLYF090721014,ZGCLYF2009014,128.3246,45.2641,2013-1-1,ZGCL
ZGCLYF090723015,ZGCLYF2009015,128.0993,45.2171,2013-1-1,ZGCL
ZGCLYF090723016,ZGCLYF2009016,128.3363,45.1532,2013-1-1,ZGCL
ZGCLYF090723017,ZGCLYF2009017,128.1177,45.2167,2013-1-1,ZGCL
ZGCLYF090723018,ZGCLYF2009018,128.3376,45.1544,2013-1-1,ZGCL
ZGCLYF090724019,ZGCLYF2009019,128.5067,44.9544,2013-1-1,ZGCL
ZGCLYF090724020,ZGCLYF2009020,128.5695,44.9422,2013-1-1,ZGCL
ZGCLYF090724021,ZGCLYF2009021,128.6648,45.0334,2013-1-1,ZGCL
ZGCLYF090724022,ZGCLYF2009022,128.5446,44.9901,2013-1-1,ZGCL
ZGCLYF090725023,ZGCLYF2009023,128.5372,44.8466,2013-1-1,ZGCL
ZGCLYF090725024,ZGCLYF2009024,128.4509,44.7708,2013-1-1,ZGCL
ZGCLYF090725025,ZGCLYF2009025,128.5094,44.8156,2013-1-1,ZGCL
ZGCLYF090725026,ZGCLYF2009026,128.4492,44.7673,2013-1-1,ZGCL
ZGCLYF090726027,ZGCLYF2009027,128.6163,44.9028,2013-1-1,ZGCL
ZGCLYF090726028,ZGCLYF2009028,128.5818,44.8894,2013-1-1,ZGCL
ZGCLYF090727029,ZGCLYF2009029,129.0138,44.8429,2013-1-1,ZGCL
ZGCLYF090727030,ZGCLYF2009030,129.0115,44.8613,2013-1-1,ZGCL
ZGCLYF090727031,ZGCLYF2009031,129.013,44.928,2013-1-1,ZGCL
ZGCLYF090727032,ZGCLYF2009032,129.0142,44.8677,2013-1-1,ZGCL
ZGCLYF090728033,ZGCLYF2009033,128.988,44.8417,2013-1-1,ZGCL
ZGCLYF090728034,ZGCLYF2009034,128.9899,44.8382,2013-1-1,ZGCL
ZGCLYF090728035,ZGCLYF2009035,128.9658,44.85,2013-1-1,ZGCL
ZGCLYF090728036,ZGCLYF2009036,128.9815,44.8347,2013-1-1,ZGCL
ZGCLYF090729037,ZGCLYF2009037,129.0042,44.8912,2013-1-1,ZGCL
ZGCLYF090729038,ZGCLYF2009038,129.0578,44.7921,2013-1-1,ZGCL
ZGCLYF090729039,ZGCLYF2009039,128.9956,44.9053,2013-1-1,ZGCL
ZGCLYF090729040,ZGCLYF2009040,129.0603,44.7941,2013-1-1,ZGCL
ZGCLYF090730041,ZGCLYF2009041,129.1015,44.8186,2013-1-1,ZGCL
ZGCLYF090730042,ZGCLYF2009042,129.2211,44.9443,2013-1-1,ZGCL
ZGCLYF090731043,ZGCLYF2009043,129.3257,44.6286,2013-1-1,ZGCL
ZGCLYF090730044,ZGCLYF2009044,129.0898,44.8593,2013-1-1,ZGCL
ZGCLYF090801045,ZGCLYF2009045,129.3686,44.6684,2013-1-1,ZGCL
ZGCLYF090731046,ZGCLYF2009046,129.1709,44.7497,2013-1-1,ZGCL
ZGCLYF090801047,ZGCLYF2009047,129.3757,44.6678,2013-1-1,ZGCL
ZGCLYF090801048,ZGCLYF2009048,129.3859,44.6539,2013-1-1,ZGCL
ZGCLYF090802049,ZGCLYF2009049,129.7046,45.1013,2013-1-1,ZGCL
ZGCLYF090801050,ZGCLYF2009050,129.3907,44.654,2013-1-1,ZGCL
ZGCLYF090803051,ZGCLYF2009051,129.709,45.1331,2013-1-1,ZGCL
ZGCLYF090802052,ZGCLYF2009052,129.6859,45.0804,2013-1-1,ZGCL
ZGCLYF090803053,ZGCLYF2009053,129.7109,45.1281,2013-1-1,ZGCL
ZGCLYF090803054,ZGCLYF2009054,129.6973,45.1416,2013-1-1,ZGCL
ZGCLYF090804055,ZGCLYF2009055,129.719,45.2659,2013-1-1,ZGCL
ZGCLYF090803056,ZGCLYF2009056,129.6856,45.1525,2013-1-1,ZGCL
ZGCLYF090804057,ZGCLYF2009057,129.7844,45.4686,2013-1-1,ZGCL
ZGCLYF090804058,ZGCLYF2009058,129.7284,45.2866,2013-1-1,ZGCL
ZGCLYF090805059,ZGCLYF2009059,129.6594,45.4633,2013-1-1,ZGCL
ZGCLYF090804060,ZGCLYF2009060,129.7337,45.512,2013-1-1,ZGCL
ZGCLYF090805061,ZGCLYF2009061,129.6717,45.4546,2013-1-1,ZGCL
ZGCLYF090805062,ZGCLYF2009062,129.6673,45.4589,2013-1-1,ZGCL
ZGCLYF090806063,ZGCLYF2009063,129.6507,45.7201,2013-1-1,ZGCL
ZGCLYF090805064,ZGCLYF2009064,129.6319,45.4637,2013-1-1,ZGCL
ZGCLYF090807065,ZGCLYF2009065,129.6379,45.6929,2013-1-1,ZGCL
ZGCLYF090806066,ZGCLYF2009066,129.6647,45.7036,2013-1-1,ZGCL
ZGCLYF090807067,ZGCLYF2009067,129.6209,45.6904,2013-1-1,ZGCL
ZGCLYF090807068,ZGCLYF2009068,129.6925,45.7531,2013-1-1,ZGCL
ZGCLYF090808069,ZGCLYF2009069,129.4293,45.6444,2013-1-1,ZGCL
ZGCLYF090807070,ZGCLYF2009070,129.683,45.7301,2013-1-1,ZGCL
ZGCLYF090808071,ZGCLYF2009071,129.4319,45.6416,2013-1-1,ZGCL
ZGCLYF090808072,ZGCLYF2009072,129.4464,45.6443,2013-1-1,ZGCL
ZGCLYF090808073,ZGCLYF2009073,129.4282,45.6016,2013-1-1,ZGCL
ZGCLYF090808074,ZGCLYF2009074,129.4226,45.6322,2013-1-1,ZGCL
ZGCLYF090809075,ZGCLYF2009075,129.5381,46.3018,2013-1-1,ZGCL
ZGCLYF090808076,ZGCLYF2009076,129.4251,45.6327,2013-1-1,ZGCL
ZGCLYF090810077,ZGCLYF2009077,129.7093,46.2367,2013-1-1,ZGCL
ZGCLYF090809078,ZGCLYF2009078,129.5389,46.3009,2013-1-1,ZGCL
ZGCLYF090810079,ZGCLYF2009079,129.7074,46.2367,2013-1-1,ZGCL
ZGCLYF090810080,ZGCLYF2009080,129.6144,46.1869,2013-1-1,ZGCL
ZGCLYF090811081,ZGCLYF2009081,129.3264,46.0445,2013-1-1,ZGCL
ZGCLYF090810082,ZGCLYF2009082,129.6364,46.1526,2013-1-1,ZGCL
ZGCLYF090811083,ZGCLYF2009083,129.2956,46.0108,2013-1-1,ZGCL
ZGCLYF090811084,ZGCLYF2009084,129.3354,46.0498,2013-1-1,ZGCL
ZGCLYF090812085,ZGCLYF2009085,129.7675,45.6608,2013-1-1,ZGCL
ZGCLYF090811086,ZGCLYF2009086,129.3011,46.0237,2013-1-1,ZGCL
ZGCLYF090812087,ZGCLYF2009087,128.7692,45.6583,2013-1-1,ZGCL
ZGCLYF090812088,ZGCLYF2009088,128.6159,45.5874,2013-1-1,ZGCL
ZGCLYF090813089,ZGCLYF2009089,128.6929,45.4033,2013-1-1,ZGCL
ZGCLYF090812090,ZGCLYF2009090,128.6382,45.5872,2013-1-1,ZGCL
ZGCLYF090813091,ZGCLYF2009091,128.6499,45.3914,2013-1-1,ZGCL
ZGCLYF090813092,ZGCLYF2009092,129.6479,45.3948,2013-1-1,ZGCL
ZGCLYF090814093,ZGCLYF2009093,128.9969,45.4049,2013-1-1,ZGCL
ZGCLYF090813094,ZGCLYF2009094,128.6546,45.3902,2013-1-1,ZGCL
ZGCLYF090814095,ZGCLYF2009095,128.9996,45.4037,2013-1-1,ZGCL
ZGCLYF090814096,ZGCLYF2009096,128.9589,45.3436,2013-1-1,ZGCL
ZGCLYF090815097,ZGCLYF2009097,128.759,45.2777,2013-1-1,ZGCL
ZGCLYF090814098,ZGCLYF2009098,128.963,45.3118,2013-1-1,ZGCL
ZGCLYF090815099,ZGCLYF2009099,128.7428,45.255,2013-1-1,ZGCL
ZGCLYF090815100,ZGCLYF2009100,128.8697,45.3992,2013-1-1,ZGCL
ZGCLYF090816101,ZGCLYF2009101,128.424,45.4512,2013-1-1,ZGCL
ZGCLYF090815102,ZGCLYF2009102,128.7198,45.3971,2013-1-1,ZGCL
ZGCLYF090816103,ZGCLYF2009103,128.424,45.4497,2013-1-1,ZGCL
ZGCLYF090816104,ZGCLYF2009104,128.386,45.3714,2013-1-1,ZGCL
ZGCLYF090817105,ZGCLYF2009105,128.5084,45.7996,2013-1-1,ZGCL
ZGCLYF090816106,ZGCLYF2009106,128.3863,45.3713,2013-1-1,ZGCL
ZGCLYF090817107,ZGCLYF2009107,128.5076,45.8003,2013-1-1,ZGCL
ZGCLYF090817108,ZGCLYF2009108,128.5965,45.7048,2013-1-1,ZGCL
ZGCLYF090818109,ZGCLYF2009109,128.0393,45.8081,2013-1-1,ZGCL
ZGCLYF090817110,ZGCLYF2009110,128.4764,45.7903,2013-1-1,ZGCL
ZGCLYF090819111,ZGCLYF2009111,128.0393,45.8185,2013-1-1,ZGCL
ZGCLYF090818112,ZGCLYF2009112,128.1108,45.8012,2013-1-1,ZGCL
ZGCLYF090819113,ZGCLYF2009113,128.0425,45.8187,2013-1-1,ZGCL
ZGCLYF090819114,ZGCLYF2009114,127.8901,45.8258,2013-1-1,ZGCL
ZGCLYF090820115,ZGCLYF2009115,127.6097,45.6164,2013-1-1,ZGCL
ZGCLYF090819116,ZGCLYF2009116,127.9069,45.8165,2013-1-1,ZGCL
ZGCLYF090821117,ZGCLYF2009117,129.8329,45.5096,2013-1-1,ZGCL
ZGCLYF090820118,ZGCLYF2009118,127.6009,45.6153,2013-1-1,ZGCL
ZGCLYF090821119,ZGCLYF2009119,129.8324,45.5094,2013-1-1,ZGCL
ZGCLYF090820120,ZGCLYF2009120,127.7535,45.5617,2013-1-1,ZGCL
ZGCLYF090822121,ZGCLYF2009121,129.2389,44.4434,2013-1-1,ZGCL
ZGCLYF090821122,ZGCLYF2009122,127.8392,45.4278,2013-1-1,ZGCL
ZGCLYF090822123,ZGCLYF2009123,128.9705,44.4213,2013-1-1,ZGCL
ZGCLYF090821124,ZGCLYF2009124,127.8766,45.4315,2013-1-1,ZGCL
ZGCLYF090823125,ZGCLYF2009125,128.8607,44.5135,2013-1-1,ZGCL
ZGCLYF090822126,ZGCLYF2009126,129.2592,44.4669,2013-1-1,ZGCL
ZGCLYF090823127,ZGCLYF2009127,128.9392,44.3916,2013-1-1,ZGCL
ZGCLYF090822128,ZGCLYF2009128,128.934,44.4298,2013-1-1,ZGCL
ZGCLYF090824129,ZGCLYF2009129,128.8087,44.3972,2013-1-1,ZGCL
ZGCLYF090823130,ZGCLYF2009130,128.856,44.5182,2013-1-1,ZGCL
ZGCLYF090825131,ZGCLYF2009131,128.8418,44.1555,2013-1-1,ZGCL
ZGCLYF090823132,ZGCLYF2009132,128.9469,44.3961,2013-1-1,ZGCL
ZGCLYF090825133,ZGCLYF2009133,128.8462,44.1486,2013-1-1,ZGCL
ZGCLYF090824134,ZGCLYF2009134,128.7878,44.3979,2013-1-1,ZGCL
ZGCLYF090825135,ZGCLYF2009135,128.8883,44.1557,2013-1-1,ZGCL
ZGCLYF090825136,ZGCLYF2009136,128.8386,44.154,2013-1-1,ZGCL
ZGCLYF090826137,ZGCLYF2009137,128.5405,44.0208,2013-1-1,ZGCL
ZGCLYF090825138,ZGCLYF2009138,129.8671,44.1562,2013-1-1,ZGCL
ZGCLYF090826139,ZGCLYF2009139,128.5314,44.0578,2013-1-1,ZGCL
ZGCLYF090826140,ZGCLYF2009140,128.4939,43.9907,2013-1-1,ZGCL
ZGCLYF090826141,ZGCLYF2009141,128.6306,43.9817,2013-1-1,ZGCL
ZGCLYF090826142,ZGCLYF2009142,128.4953,43.99,2013-1-1,ZGCL
ZGCLYF090826143,ZGCLYF2009143,128.6644,44.0567,2013-1-1,ZGCL
ZGCLYF090826144,ZGCLYF2009144,128.596,43.9661,2013-1-1,ZGCL
ZGCLYF090827145,ZGCLYF2009145,128.6785,44.0649,2013-1-1,ZGCL
ZGCLYF090826146,ZGCLYF2009146,128.6295,43.9759,2013-1-1,ZGCL
ZGCLYF090827147,ZGCLYF2009147,128.6779,44.0613,2013-1-1,ZGCL
ZGCLYF090827148,ZGCLYF2009148,128.6832,44.0699,2013-1-1,ZGCL
ZGCLYF090827150,ZGCLYF2009150,128.691,44.0733,2013-1-1,ZGCL
ZGCLYF090718151,ZGCLYF2009151,128.0435,44.1032,2013-1-1,ZGCL
ZGCLYF090719152,ZGCLYF2009152,128.043,44.0945,2013-1-1,ZGCL
ZGCLYF090721153,ZGCLYF2009153,127.9121,44.026,2013-1-1,ZGCL
ZGCLYF090722154,ZGCLYF2009154,127.8554,43.9421,2013-1-1,ZGCL
ZGCLYF090723155,ZGCLYF2009155,128.0444,44.0983,2013-1-1,ZGCL
ZGCLYF090723156,ZGCLYF2009156,128.0461,44.1009,2013-1-1,ZGCL
ZGCLYF090723157,ZGCLYF2009157,128.045,44.0856,2013-1-1,ZGCL
ZGCLYF090724158,ZGCLYF2009158,127.8793,43.9251,2013-1-1,ZGCL
ZGCLYF090723159,ZGCLYF2009159,127.8789,43.9263,2013-1-1,ZGCL
ZGCLYF090725160,ZGCLYF2009160,128.0404,44.091,2013-1-1,ZGCL
ZGCLYF090725161,ZGCLYF2009161,128.0143,44.0678,2013-1-1,ZGCL
ZGCLYF090726162,ZGCLYF2009162,128.0437,44.0965,2013-1-1,ZGCL
ZGCLYF090726163,ZGCLYF2009163,128.0342,44.0823,2013-1-1,ZGCL
ZGCLYF090728164,ZGCLYF2009164,128.3486,43.8182,2013-1-1,ZGCL
ZGCLYF090729165,ZGCLYF2009165,128.333,43.7748,2013-1-1,ZGCL
ZGCLYF090729166,ZGCLYF2009166,128.1869,43.672,2013-1-1,ZGCL
ZGCLYF090729167,ZGCLYF2009167,128.1947,43.6718,2013-1-1,ZGCL
ZGCLYF090730168,ZGCLYF2009168,128.2324,43.7568,2013-1-1,ZGCL
ZGCLYF090731169,ZGCLYF2009169,128.5521,43.708,2013-1-1,ZGCL
ZGCLYF090801170,ZGCLYF2009170,128.5941,43.6799,2013-1-1,ZGCL
ZGCLYF090801171,ZGCLYF2009171,128.6762,43.7276,2013-1-1,ZGCL
ZGCLYF090802172,ZGCLYF2009172,128.4744,43.679,2013-1-1,ZGCL
ZGCLYF090803173,ZGCLYF2009173,127.4572,43.5905,2013-1-1,ZGCL
ZGCLYF090803174,ZGCLYF2009174,127.3509,43.5993,2013-1-1,ZGCL
ZGCLYF090804175,ZGCLYF2009175,127.1722,43.9379,2013-1-1,ZGCL
ZGCLYF090804176,ZGCLYF2009176,127.2149,43.9106,2013-1-1,ZGCL
ZGCLYF090805177,ZGCLYF2009177,127.084,43.7095,2013-1-1,ZGCL
ZGCLYF090805178,ZGCLYF2009178,127.1571,43.7962,2013-1-1,ZGCL
ZGCLYF090806179,ZGCLYF2009179,127.0702,43.5592,2013-1-1,ZGCL
ZGCLYF090806180,ZGCLYF2009180,127.1468,43.6112,2013-1-1,ZGCL
ZGCLYF090807181,ZGCLYF2009181,127.0634,43.6914,2013-1-1,ZGCL
ZGCLYF090807182,ZGCLYF2009182,127.0719,43.7084,2013-1-1,ZGCL
ZGCLYF090808183,ZGCLYF2009183,127.3893,43.8199,2013-1-1,ZGCL
ZGCLYF090809184,ZGCLYF2009184,127.2949,44.0075,2013-1-1,ZGCL
ZGCLYF090809185,ZGCLYF2009185,127.3099,43.9727,2013-1-1,ZGCL
ZGCLYF090810186,ZGCLYF2009186,127.2354,43.9205,2013-1-1,ZGCL
ZGCLYF090810187,ZGCLYF2009187,127.3148,43.9341,2013-1-1,ZGCL
ZGCLYF090811188,ZGCLYF2009188,127.2824,44.1261,2013-1-1,ZGCL
ZGCLYF090811189,ZGCLYF2009189,127.256,44.0949,2013-1-1,ZGCL
ZGCLYF090812190,ZGCLYF2009190,127.251,44.1077,2013-1-1,ZGCL
ZGCLYF090813191,ZGCLYF2009191,127.3554,44.2136,2013-1-1,ZGCL
ZGCLYF090813192,ZGCLYF2009192,127.4038,44.2628,2013-1-1,ZGCL
ZGCLYF090814193,ZGCLYF2009193,127.6116,44.0588,2013-1-1,ZGCL
ZGCLYF090814194,ZGCLYF2009194,127.0333,44.0045,2013-1-1,ZGCL
ZGCLYF090814195,ZGCLYF2009195,127.5278,44.1312,2013-1-1,ZGCL
ZGCLYF090815196,ZGCLYF2009196,127.0052,44.0133,2013-1-1,ZGCL
ZGCLYF090816197,ZGCLYF2009197,126.9771,44.3121,2013-1-1,ZGCL
ZGCLYF090816198,ZGCLYF2009198,126.948,44.3396,2013-1-1,ZGCL
ZGCLYF090817199,ZGCLYF2009199,126.8348,44.3574,2013-1-1,ZGCL
ZGCLYF090817200,ZGCLYF2009200,126.796,44.2672,2013-1-1,ZGCL
ZGCLYF090818201,ZGCLYF2009201,126.8951,44.383,2013-1-1,ZGCL
ZGCLYF090818202,ZGCLYF2009202,126.9018,44.3819,2013-1-1,ZGCL
ZGCLYF090820203,ZGCLYF2009203,127.1358,44.5213,2013-1-1,ZGCL
ZGCLYF090820204,ZGCLYF2009204,127.0501,44.5208,2013-1-1,ZGCL
ZGCLYF090821205,ZGCLYF2009205,127.392,44.4051,2013-1-1,ZGCL
ZGCLYF090821206,ZGCLYF2009206,127.3958,44.4069,2013-1-1,ZGCL
ZGCLYF090822207,ZGCLYF2009207,127.2505,44.3924,2013-1-1,ZGCL
ZGCLYF090822208,ZGCLYF2009208,127.1541,44.3992,2013-1-1,ZGCL
ZGCLYF090823209,ZGCLYF2009209,127.4245,44.5263,2013-1-1,ZGCL
ZGCLYF090823210,ZGCLYF2009210,127.3302,44.5121,2013-1-1,ZGCL
ZGCLYF090823211,ZGCLYF2009211,127.096,44.5901,2013-1-1,ZGCL
ZGCLYF090824212,ZGCLYF2009212,127.6857,44.4553,2013-1-1,ZGCL
ZGCLYF090824213,ZGCLYF2009213,127.6269,44.4146,2013-1-1,ZGCL
ZGCLYF090825214,ZGCLYF2009214,127.8702,44.4012,2013-1-1,ZGCL
ZGCLYF090825215,ZGCLYF2009215,127.7059,44.468,2013-1-1,ZGCL
ZGCLYF090826216,ZGCLYF2009216,128.8334,44.2748,2013-1-1,ZGCL
ZGCLYF090827217,ZGCLYF2009217,127.977,44.22,2013-1-1,ZGCL
ZGCLYF090827218,ZGCLYF2009218,127.9066,44.2486,2013-1-1,ZGCL
ZGCLYF090827219,ZGCLYF2009219,128.7986,44.2101,2013-1-1,ZGCL
ZGCLYF090828220,ZGCLYF2009220,127.6758,44.3725,2013-1-1,ZGCL
ZGCLYF090829221,ZGCLYF2009221,127.5574,44.5064,2013-1-1,ZGCL
ZGCLYF090829222,ZGCLYF2009222,127.6921,43.9934,2013-1-1,ZGCL
ZGCLYF090829223,ZGCLYF2009223,127.5351,43.8826,2013-1-1,ZGCL
ZGCLYF090830224,ZGCLYF2009224,126.7206,44.0234,2013-1-1,ZGCL
ZGCLYF090830225,ZGCLYF2009225,126.724,44.0012,2013-1-1,ZGCL
ZGCLYF090830226,ZGCLYF2009226,126.7282,43.9711,2013-1-1,ZGCL
