ydID,ydID2,Longitude,Latitude,Sample_end_latest,SS
WDSSYF090809091,WDSSYF2009091,133.6045,46.6556,2013-1-1,WDSS
WDSSYF090809092,WDSSYF2009092,133.6043,46.5888,2013-1-1,WDSS
WDSSYF090809093,WDSSYF2009093,133.6035,46.5889,2013-1-1,WDSS
WDSSYF090809094,WDSSYF2009094,133.56,46.5889,2013-1-1,WDSS
WDSSYF090809095,WDSSYF2009095,133.602,46.589,2013-1-1,WDSS
WDSSYF090812096,WDSSYF2009096,131.0739,46.5103,2013-1-1,WDSS
WDSSYF090812097,WDSSYF2009097,131.0747,46.5103,2013-1-1,WDSS
WDSSYF090812098,WDSSYF2009098,131.0758,46.51,2013-1-1,WDSS
WDSSYF090812099,WDSSYF2009099,131.2436,46.3769,2013-1-1,WDSS
WDSSYF090812100,WDSSYF2009100,131.2431,46.3767,2013-1-1,WDSS
WDSSYF090812101,WDSSYF2009101,131.2431,46.3766,2013-1-1,WDSS
WDSSYF090812102,WDSSYF2009102,131.2431,46.3764,2013-1-1,WDSS
WDSSYF090813103,WDSSYF2009103,131.8942,46.317,2013-1-1,WDSS
WDSSYF090813104,WDSSYF2009104,131.8944,46.3172,2013-1-1,WDSS
WDSSYF090813105,WDSSYF2009105,131.8947,46.3175,2013-1-1,WDSS
WDSSYF090813106,WDSSYF2009106,131.7339,46.3428,2013-1-1,WDSS
WDSSYF090813107,WDSSYF2009107,131.7508,46.3428,2013-1-1,WDSS
WDSSYF090814108,WDSSYF2009108,131.8775,46.1845,2013-1-1,WDSS
WDSSYF090814109,WDSSYF2009109,131.8775,46.1956,2013-1-1,WDSS
WDSSYF090814110,WDSSYF2009110,131.8783,46.1964,2013-1-1,WDSS
WDSSYF090814111,WDSSYF2009111,131.8792,46.1967,2013-1-1,WDSS
WDSSYF090814112,WDSSYF2009112,131.7367,46.3153,2013-1-1,WDSS
WDSSYF090814113,WDSSYF2009113,131.7364,46.3322,2013-1-1,WDSS
WDSSYF090814114,WDSSYF2009114,131.7358,46.3267,2013-1-1,WDSS
WDSSYF090815115,WDSSYF2009115,131.3817,46.3602,2013-1-1,WDSS
WDSSYF090815116,WDSSYF2009116,131.383,46.3604,2013-1-1,WDSS
WDSSYF090815117,WDSSYF2009117,131.3836,46.3604,2013-1-1,WDSS
WDSSYF090815118,WDSSYF2009118,131.3847,46.5438,2013-1-1,WDSS
WDSSYF090815119,WDSSYF2009119,131.3918,46.3838,2013-1-1,WDSS
WDSSYF090815120,WDSSYF2009120,131.0607,46.3842,2013-1-1,WDSS
WDSSYF090815121,WDSSYF2009121,131.3942,46.3844,2013-1-1,WDSS
XXALYF080726001,XXALYF2008001,128.193,47.36,2013-1-1,XXAL
XXALYF080726002,XXALYF2008002,128.1832,47.3743,2013-1-1,XXAL
XXALYF080727003,XXALYF2008003,128.8786,46.6939,2013-1-1,XXAL
XXALYF080726004,XXALYF2008004,128.1937,47.3606,2013-1-1,XXAL
XXALYF080727005,XXALYF2008005,128.87,46.693,2013-1-1,XXAL
XXALYF080728007,XXALYF2008007,128.4277,46.8903,2013-1-1,XXAL
XXALYF080728008,XXALYF2008008,128.4215,46.8977,2013-1-1,XXAL
XXALYF080728009,XXALYF2008009,128.4152,46.895,2013-1-1,XXAL
XXALYF080728010,XXALYF2008010,128.4372,46.9183,2013-1-1,XXAL
XXALYF080729011,XXALYF2008011,128.8953,47.1809,2013-1-1,XXAL
XXALYF080729012,XXALYF2008012,128.895,47.18,2013-1-1,XXAL
XXALYF080729013,XXALYF2008013,128.8877,47.1843,2013-1-1,XXAL
XXALYF080729014,XXALYF2008014,128.4415,47.189,2013-1-1,XXAL
XXALYF080730015,XXALYF2008015,128.8738,47.1859,2013-1-1,XXAL
XXALYF080730016,XXALYF2008016,128.9156,47.1379,2013-1-1,XXAL
XXALYF080801017,XXALYF2008017,129.0952,46.9167,2013-1-1,XXAL
XXALYF080801018,XXALYF2008018,129.0777,46.8973,2013-1-1,XXAL
XXALYF080801019,XXALYF2008019,129.1179,46.9325,2013-1-1,XXAL
XXALYF080802020,XXALYF2008020,127.1173,47.2334,2013-1-1,XXAL
XXALYF080730021,XXALYF2008021,128.3784,47.1834,2013-1-1,XXAL
XXALYF080802021,XXALYF2008021,128.7429,47.2322,2013-1-1,XXAL
XXALYF080802022,XXALYF2008022,128.7802,47.4895,2013-1-1,XXAL
XXALYF080802023,XXALYF2008023,128.6697,47.2708,2013-1-1,XXAL
XXALYF080802024,XXALYF2008024,128.4917,47.2021,2013-1-1,XXAL
XXALYF080803025,XXALYF2008025,129.0872,46.7653,2013-1-1,XXAL
XXALYF080803026,XXALYF2008026,129.0628,46.7934,2013-1-1,XXAL
XXALYF080803027,XXALYF2008027,129.037,46.811,2013-1-1,XXAL
XXALYF080803028,XXALYF2008028,129.1349,46.8352,2013-1-1,XXAL
XXALYF080803030,XXALYF2008030,129.0516,46.8175,2013-1-1,XXAL
XXALYF080804031,XXALYF2008031,129.422,47.09,2013-1-1,XXAL
XXALYF080804032,XXALYF2008032,129.4224,47.0902,2013-1-1,XXAL
XXALYF080804033,XXALYF2008033,129.4195,47.1222,2013-1-1,XXAL
XXALYF080804034,XXALYF2008034,129.4147,47.1046,2013-1-1,XXAL
XXALYF080804035,XXALYF2008035,129.2469,47.1934,2013-1-1,XXAL
XXALYF080804036,XXALYF2008036,129.2923,47.2153,2013-1-1,XXAL
XXALYF080804037,XXALYF2008037,129.2265,47.2147,2013-1-1,XXAL
XXALYF080806038,XXALYF2008038,128.4909,47.5643,2013-1-1,XXAL
XXALYF080806039,XXALYF2008039,128.403,47.5638,2013-1-1,XXAL
XXALYF080806040,XXALYF2008040,128.3416,47.5684,2013-1-1,XXAL
XXALYF080807041,XXALYF2008041,128.7126,47.4788,2013-1-1,XXAL
XXALYF080807042,XXALYF2008042,128.706,47.4707,2013-1-1,XXAL
XXALYF080807043,XXALYF2008043,128.7158,47.4668,2013-1-1,XXAL
XXALYF080808044,XXALYF2008044,129.7683,47.4115,2013-1-1,XXAL
XXALYF080808045,XXALYF2008045,129.7453,47.4141,2013-1-1,XXAL
XXALYF080808046,XXALYF2008046,129.7294,47.4155,2013-1-1,XXAL
XXALYF080809047,XXALYF2008047,128.879,48.4385,2013-1-1,XXAL
XXALYF080809048,XXALYF2008048,128.284,48.4458,2013-1-1,XXAL
XXALYF080809050,XXALYF2008050,128.3095,48.4123,2013-1-1,XXAL
XXALYF080809051,XXALYF2008051,128.3058,48.3988,2013-1-1,XXAL
XXALYF080811052,XXALYF2008052,129.1977,47.6061,2013-1-1,XXAL
XXALYF080811053,XXALYF2008053,129.1972,47.6507,2013-1-1,XXAL
XXALYF080811054,XXALYF2008054,129.1379,47.6683,2013-1-1,XXAL
XXALYF080811055,XXALYF2008055,129.1494,47.6576,2013-1-1,XXAL
XXALYF080812056,XXALYF2008056,129.1879,48.1217,2013-1-1,XXAL
XXALYF080812057,XXALYF2008057,129.1907,48.1093,2013-1-1,XXAL
XXALYF080812058,XXALYF2008058,129.1873,48.1294,2013-1-1,XXAL
XXALYF080812059,XXALYF2008059,129.2082,48.1287,2013-1-1,XXAL
XXALYF080814060,XXALYF2008060,129,48.3001,2013-1-1,XXAL
XXALYF080814061,XXALYF2008061,129.0164,48.2839,2013-1-1,XXAL
XXALYF080814062,XXALYF2008062,128.9788,48.3051,2013-1-1,XXAL
XXALYF080814063,XXALYF2008063,128.9576,48.234,2013-1-1,XXAL
XXALYF080815064,XXALYF2008064,128.9149,48.0395,2013-1-1,XXAL
XXALYF080815066,XXALYF2008066,128.9645,47.9968,2013-1-1,XXAL
XXALYF080815067,XXALYF2008067,128.956,47.9986,2013-1-1,XXAL
XXALYF080815068,XXALYF2008068,128.7405,47.9401,2013-1-1,XXAL
XXALYF080815069,XXALYF2008069,128.9461,48.9816,2013-1-1,XXAL
XXALYF080816070,XXALYF2008070,129.534,48.558,2013-1-1,XXAL
XXALYF080816071,XXALYF2008071,129.5343,48.5585,2013-1-1,XXAL
XXALYF080816073,XXALYF2008073,128.7603,48.7412,2013-1-1,XXAL
XXALYF080816074,XXALYF2008074,128.7604,48.7409,2013-1-1,XXAL
XXALYF080816075,XXALYF2008075,128.7597,48.7401,2013-1-1,XXAL
XXALYF080818076,XXALYF2008076,129.825,48.5815,2013-1-1,XXAL
XXALYF080818078,XXALYF2008078,129.8252,48.5815,2013-1-1,XXAL
XXALYF080818079,XXALYF2008079,129.8184,48.5835,2013-1-1,XXAL
XXALYF080818080,XXALYF2008080,129.8162,48.5886,2013-1-1,XXAL
XXALYF080818081,XXALYF2008081,129.1699,48.5486,2013-1-1,XXAL
XXALYF080819081,XXALYF2008081,129.1699,48.5486,2013-1-1,XXAL
XXALYF080819083,XXALYF2008083,129.1851,48.5289,2013-1-1,XXAL
XXALYF080819084,XXALYF2008084,129.2106,48.5364,2013-1-1,XXAL
XXALYF080820085,XXALYF2008085,128.8907,49.0632,2013-1-1,XXAL
XXALYF080820086,XXALYF2008086,128.5912,49.063,2013-1-1,XXAL
XXALYF080820087,XXALYF2008087,128.5904,49.06,2013-1-1,XXAL
XXALYF080822089,XXALYF2008089,130.11,48.3799,2013-1-1,XXAL
XXALYF080822090,XXALYF2008090,130.1103,48.3785,2013-1-1,XXAL
XXALYF080822091,XXALYF2008091,130.1433,48.3943,2013-1-1,XXAL
XXALYF080822095,XXALYF2008095,129.3852,48.9796,2013-1-1,XXAL
XXALYF080824095,XXALYF2008095,130.7092,48.3845,2013-1-1,XXAL
XXALYF080822096,XXALYF2008096,129.3867,48.9799,2013-1-1,XXAL
XXALYF080824096,XXALYF2008096,130.7093,48.3935,2013-1-1,XXAL
XXALYF080824097,XXALYF2008097,130.709,48.384,2013-1-1,XXAL
XXALYF080825098,XXALYF2008098,129.8895,48.9911,2013-1-1,XXAL
XXALYF080825099,XXALYF2008099,129.8887,48.991,2013-1-1,XXAL
XXALYF080825100,XXALYF2008100,129.9194,48.9812,2013-1-1,XXAL
XXALYF080824101,XXALYF2008101,130.3042,48.8631,2013-1-1,XXAL
XXALYF080824102,XXALYF2008102,130.3042,48.8631,2013-1-1,XXAL
XXALYF080824103,XXALYF2008103,130.2814,48.8423,2013-1-1,XXAL
XXALYF080825105,XXALYF2008105,129.4046,49.2576,2013-1-1,XXAL
XXALYF080825106,XXALYF2008106,129.3996,49.2709,2013-1-1,XXAL
XXALYF080825107,XXALYF2008107,129.4934,49.2596,2013-1-1,XXAL
XXALYF090728001,XXALYF2009001,127.6277,46.6156,2013-1-1,XXAL
XXALYF090728002,XXALYF2009002,127.6277,46.615,2013-1-1,XXAL
XXALYF090729003,XXALYF2009003,127.9382,47.1126,2013-1-1,XXAL
XXALYF090729004,XXALYF2009004,127.9401,47.1146,2013-1-1,XXAL
XXALYF090729005,XXALYF2009005,127.9349,47.0745,2013-1-1,XXAL
XXALYF090801006,XXALYF2009006,127.6989,47.4545,2013-1-1,XXAL
XXALYF090801007,XXALYF2009007,127.6488,47.416,2013-1-1,XXAL
XXALYF090801008,XXALYF2009008,127.7043,47.4542,2013-1-1,XXAL
XXALYF090801009,XXALYF2009009,127.7045,47.4544,2013-1-1,XXAL
XXALYF090801010,XXALYF2009010,127.5759,47.3391,2013-1-1,XXAL
XXALYF090802011,XXALYF2009011,127.1943,47.5591,2013-1-1,XXAL
XXALYF090802012,XXALYF2009012,127.1851,47.548,2013-1-1,XXAL
XXALYF090802013,XXALYF2009013,127.1863,47.5497,2013-1-1,XXAL
XXALYF090803014,XXALYF2009014,127.3706,47.7665,2013-1-1,XXAL
XXALYF090803015,XXALYF2009015,127.5222,47.7837,2013-1-1,XXAL
XXALYF090803016,XXALYF2009016,127.4619,47.7713,2013-1-1,XXAL
XXALYF090803018,XXALYF2009018,127.6344,47.7597,2013-1-1,XXAL
XXALYF090803019,XXALYF2009019,127.6607,47.7759,2013-1-1,XXAL
XXALYF090804020,XXALYF2009020,127.2074,48.2046,2013-1-1,XXAL
XXALYF090804021,XXALYF2009021,127.2016,48.2032,2013-1-1,XXAL
XXALYF090804022,XXALYF2009022,127.2074,48.2046,2013-1-1,XXAL
XXALYF090804023,XXALYF2009023,127.2305,48.2245,2013-1-1,XXAL
XXALYF090805024,XXALYF2009024,126.8337,47.9697,2013-1-1,XXAL
XXALYF090805025,XXALYF2009025,126.7946,47.9481,2013-1-1,XXAL
XXALYF090805026,XXALYF2009026,126.7948,47.9478,2013-1-1,XXAL
XXALYF090807027,XXALYF2009027,126.8539,48.3293,2013-1-1,XXAL
XXALYF090807028,XXALYF2009028,126.8619,48.325,2013-1-1,XXAL
XXALYF090808030,XXALYF2009030,127.0589,49.0523,2013-1-1,XXAL
XXALYF090807031,XXALYF2009031,126.6417,48.3999,2013-1-1,XXAL
XXALYF090807032,XXALYF2009032,126.6413,48.3998,2013-1-1,XXAL
XXALYF090807033,XXALYF2009033,126.5027,48.3831,2013-1-1,XXAL
XXALYF090808034,XXALYF2009034,127.0922,49.0568,2013-1-1,XXAL
XXALYF090808036,XXALYF2009036,127.0594,49.0524,2013-1-1,XXAL
XXALYF090809038,XXALYF2009038,126.2594,48.6618,2013-1-1,XXAL
XXALYF090809039,XXALYF2009039,126.2714,48.6632,2013-1-1,XXAL
XXALYF090809040,XXALYF2009040,126.3128,48.6637,2013-1-1,XXAL
XXALYF090809041,XXALYF2009041,126.27,48.66,2013-1-1,XXAL
XXALYF090809042,XXALYF2009042,126.27,48.66,2013-1-1,XXAL
XXALYF090809043,XXALYF2009043,126.27,48.66,2013-1-1,XXAL
XXALYF090812044,XXALYF2009044,125.9366,50.7553,2013-1-1,XXAL
XXALYF090813045,XXALYF2009045,125.9359,50.7551,2013-1-1,XXAL
XXALYF090813046,XXALYF2009046,125.9407,50.7526,2013-1-1,XXAL
XXALYF090813047,XXALYF2009047,125.94,50.75,2013-1-1,XXAL
XXALYF090813048,XXALYF2009048,125.94,50.75,2013-1-1,XXAL
XXALYF090814049,XXALYF2009049,125.5,49.6,2013-1-1,XXAL
XXALYF090814050,XXALYF2009050,125.5,49.6,2013-1-1,XXAL
XXALYF090815051,XXALYF2009051,125.9825,49.2462,2013-1-1,XXAL
XXALYF090815052,XXALYF2009052,125.9226,49.2415,2013-1-1,XXAL
XXALYF090815053,XXALYF2009053,125.3371,49.1797,2013-1-1,XXAL
XXALYF090816054,XXALYF2009054,126.2879,49.4825,2013-1-1,XXAL
XXALYF090816055,XXALYF2009055,126.3029,49.4875,2013-1-1,XXAL
XXALYF090817056,XXALYF2009056,126.775,49.478,2013-1-1,XXAL
XXALYF090817057,XXALYF2009057,126.7739,49.4774,2013-1-1,XXAL
XXALYF090817058,XXALYF2009058,126.7845,49.5382,2013-1-1,XXAL
XXALYF090817059,XXALYF2009059,126.7845,49.5382,2013-1-1,XXAL
XXALYF090813060,XXALYF2009060,126.0625,50.918,2013-1-1,XXAL
XXALYF090813061,XXALYF2009061,126.0552,50.9097,2013-1-1,XXAL
XXALYF090813062,XXALYF2009062,126.0769,50.9004,2013-1-1,XXAL
XXALYF090813063,XXALYF2009063,126.0767,50.901,2013-1-1,XXAL
XXALYF090814064,XXALYF2009064,126.0181,50.8629,2013-1-1,XXAL
XXALYF090814065,XXALYF2009065,125.6401,49.9888,2013-1-1,XXAL
XXALYF090814066,XXALYF2009066,125.64,49.987,2013-1-1,XXAL
XXALYF090815067,XXALYF2009067,125.5466,49.7664,2013-1-1,XXAL
XXALYF090815068,XXALYF2009068,125.5457,49.7672,2013-1-1,XXAL
XXALYF090815069,XXALYF2009069,125.52,49.65,2013-1-1,XXAL
XXALYF090815070,XXALYF2009070,125.5227,49.6579,2013-1-1,XXAL
XXALYF090816071,XXALYF2009071,125.5214,49.1787,2013-1-1,XXAL
XXALYF090816072,XXALYF2009072,125.5667,49.2019,2013-1-1,XXAL
XXALYF090817073,XXALYF2009073,126.6423,49.5559,2013-1-1,XXAL
XXALYF090817074,XXALYF2009074,126.6417,49.5562,2013-1-1,XXAL
XXALYF090817075,XXALYF2009075,126.6372,49.5545,2013-1-1,XXAL
XXALYF090817077,XXALYF2009077,126.599,49.54,2013-1-1,XXAL
XXALYF090817078,XXALYF2009078,126.573,49.5313,2013-1-1,XXAL
XXALYF090818079,XXALYF2009079,126.8041,49.6311,2013-1-1,XXAL
XXALYF090818080,XXALYF2009080,126.8085,49.6346,2013-1-1,XXAL
XXALYF090818081,XXALYF2009081,126.8086,49.6343,2013-1-1,XXAL
XXALYF090818082,XXALYF2009082,126.8086,49.6343,2013-1-1,XXAL
XXALYF090819083,XXALYF2009083,126.8967,50.2229,2013-1-1,XXAL
XXALYF090819085,XXALYF2009085,126.9512,50.2299,2013-1-1,XXAL
XXALYF090819086,XXALYF2009086,126.9512,50.2299,2013-1-1,XXAL
XXALYF090819087,XXALYF2009087,126.9512,50.2299,2013-1-1,XXAL
XXALYF090819088,XXALYF2009088,127.0834,50.1897,2013-1-1,XXAL
XXALYF090822089,XXALYF2009089,127.0069,50.9647,2013-1-1,XXAL
XXALYF090822090,XXALYF2009090,127.0734,50.9221,2013-1-1,XXAL
XXALYF090822091,XXALYF2009091,127.1569,50.8634,2013-1-1,XXAL
XXALYF090822092,XXALYF2009092,127.1771,50.7945,2013-1-1,XXAL
XXALYF090822093,XXALYF2009093,127.2588,50.7423,2013-1-1,XXAL
XXALYF090823094,XXALYF2009094,127.2353,50.6743,2013-1-1,XXAL
XXALYF090823095,XXALYF2009095,127.2862,50.6224,2013-1-1,XXAL
XXALYF090823096,XXALYF2009096,127.2811,50.5342,2013-1-1,XXAL
XXALYF090823097,XXALYF2009097,127.309,50.3721,2013-1-1,XXAL
XXALYF090823098,XXALYF2009098,127.3096,50.3176,2013-1-1,XXAL
XXALYF090824099,XXALYF2009099,127.1862,49.4073,2013-1-1,XXAL
XXALYF090824100,XXALYF2009100,127.1959,49.407,2013-1-1,XXAL
XXALYF090818101,XXALYF2009101,126.9719,49.6748,2013-1-1,XXAL
XXALYF090818102,XXALYF2009102,126.9837,46.6998,2013-1-1,XXAL
XXALYF090818103,XXALYF2009103,127.124,49.7431,2013-1-1,XXAL
XXALYF090818104,XXALYF2009104,127.4046,49.9326,2013-1-1,XXAL
XXALYF090819105,XXALYF2009105,126.5955,50.3527,2013-1-1,XXAL
XXALYF090819106,XXALYF2009106,126.5933,50.3526,2013-1-1,XXAL
XXALYF090819107,XXALYF2009107,126.6871,50.3111,2013-1-1,XXAL
XXALYF090819108,XXALYF2009108,126.6942,50.3066,2013-1-1,XXAL
XXALYF090824109,XXALYF2009109,127.2292,49.4015,2013-1-1,XXAL
XXALYF090825110,XXALYF2009110,127.5811,49.1849,2013-1-1,XXAL
XXALYF090825111,XXALYF2009111,127.5652,49.2255,2013-1-1,XXAL
XXALYF090825112,XXALYF2009112,127.5668,49.228,2013-1-1,XXAL
XXALYF090826113,XXALYF2009113,128.1294,49.4519,2013-1-1,XXAL
XXALYF110728001,XXALYF2011001,127.7337,46.2242,2013-1-1,XXAL
XXALYF110728002,XXALYF2011002,127.6487,46.1938,2013-1-1,XXAL
XXALYF110728003,XXALYF2011003,127.6384,46.1874,2013-1-1,XXAL
XXALYF110729004,XXALYF2011004,127.8595,46.2253,2013-1-1,XXAL
XXALYF110729005,XXALYF2011005,127.8613,46.2224,2013-1-1,XXAL
XXALYF110729006,XXALYF2011006,127.8605,46.2135,2013-1-1,XXAL
XXALYF110729007,XXALYF2011007,127.8608,46.2083,2013-1-1,XXAL
XXALYF110729008,XXALYF2011008,127.8613,46.1972,2013-1-1,XXAL
XXALYF110730009,XXALYF2011009,128.2767,46.2441,2013-1-1,XXAL
XXALYF110730010,XXALYF2011010,128.2791,46.2442,2013-1-1,XXAL
XXALYF110730011,XXALYF2011011,128.2829,46.2446,2013-1-1,XXAL
XXALYF110730012,XXALYF2011012,128.2843,46.2441,2013-1-1,XXAL
XXALYF110731013,XXALYF2011013,128.3316,46.2156,2013-1-1,XXAL
XXALYF110731014,XXALYF2011014,128.3436,46.198,2013-1-1,XXAL
XXALYF110731015,XXALYF2011015,128.3443,46.1978,2013-1-1,XXAL
XXALYF110731016,XXALYF2011016,128.3529,46.1787,2013-1-1,XXAL
XXALYF110801017,XXALYF2011017,128.4823,46.4941,2013-1-1,XXAL
XXALYF110801018,XXALYF2011018,128.4818,46.4928,2013-1-1,XXAL
XXALYF110801019,XXALYF2011019,128.4816,46.4852,2013-1-1,XXAL
XXALYF110801020,XXALYF2011020,128.4794,46.4809,2013-1-1,XXAL
XXALYF110801021,XXALYF2011021,128.4774,46.4746,2013-1-1,XXAL
XXALYF110802022,XXALYF2011022,128.4624,46.4625,2013-1-1,XXAL
XXALYF110802023,XXALYF2011023,128.4555,46.4505,2013-1-1,XXAL
XXALYF110802024,XXALYF2011024,128.4518,46.4443,2013-1-1,XXAL
XXALYF110803025,XXALYF2011025,128.7751,46.7088,2013-1-1,XXAL
XXALYF110803026,XXALYF2011026,128.7744,46.2078,2013-1-1,XXAL
XXALYF110803027,XXALYF2011027,128.7752,46.2031,2013-1-1,XXAL
XXALYF110803028,XXALYF2011028,128.7755,46.2034,2013-1-1,XXAL
XXALYF110803029,XXALYF2011029,128.7769,46.2015,2013-1-1,XXAL
XXALYF110804030,XXALYF2011030,128.7835,46.1959,2013-1-1,XXAL
XXALYF110804031,XXALYF2011031,128.787,46.1931,2013-1-1,XXAL
XXALYF110804032,XXALYF2011032,128.7905,46.1899,2013-1-1,XXAL
XXALYF110805033,XXALYF2011033,129.1413,45.9916,2013-1-1,XXAL
XXALYF110805034,XXALYF2011034,129.1404,45.9927,2013-1-1,XXAL
XXALYF110805035,XXALYF2011035,129.1327,46.0035,2013-1-1,XXAL
XXALYF110805036,XXALYF2011036,129.1352,46.0078,2013-1-1,XXAL
XXALYF110805037,XXALYF2011037,129.1361,46.0081,2013-1-1,XXAL
XXALYF110805038,XXALYF2011038,129.138,46.0084,2013-1-1,XXAL
XXALYF110805040,XXALYF2011040,129.1136,46.064,2013-1-1,XXAL
XXALYF110806041,XXALYF2011041,129.121,46.2554,2013-1-1,XXAL
XXALYF110806042,XXALYF2011042,129.1268,46.2534,2013-1-1,XXAL
XXALYF110806043,XXALYF2011043,129.1293,46.2532,2013-1-1,XXAL
XXALYF110806044,XXALYF2011044,129.136,46.2512,2013-1-1,XXAL
XXALYF110806045,XXALYF2011045,129.1506,46.2425,2013-1-1,XXAL
XXALYF110806046,XXALYF2011046,129.1554,46.2396,2013-1-1,XXAL
XXALYF110807047,XXALYF2011047,129.112,46.3216,2013-1-1,XXAL
XXALYF110807048,XXALYF2011048,129.1123,46.3215,2013-1-1,XXAL
XXALYF110807049,XXALYF2011049,129.1159,46.3198,2013-1-1,XXAL
XXALYF110807050,XXALYF2011050,129.1288,46.3172,2013-1-1,XXAL
XXALYF110807051,XXALYF2011051,129.1322,46.3158,2013-1-1,XXAL
XXALYF110807052,XXALYF2011052,129.1508,46.3116,2013-1-1,XXAL
XXALYF110807053,XXALYF2011053,129.1384,46.3143,2013-1-1,XXAL
XXALYF110807054,XXALYF2011054,129.1557,46.3109,2013-1-1,XXAL
XXALYF110807055,XXALYF2011055,129.1601,46.3015,2013-1-1,XXAL
XXALYF110808056,XXALYF2011056,129.1306,46.4534,2013-1-1,XXAL
XXALYF110808057,XXALYF2011057,129.1221,46.4499,2013-1-1,XXAL
XXALYF110808058,XXALYF2011058,129.1099,46.4551,2013-1-1,XXAL
XXALYF110808059,XXALYF2011059,129.0974,46.4535,2013-1-1,XXAL
XXALYF110808060,XXALYF2011060,129.0901,46.4462,2013-1-1,XXAL
XXALYF110808061,XXALYF2011061,129.0825,46.4456,2013-1-1,XXAL
XXALYF110808062,XXALYF2011062,129.0775,46.4468,2013-1-1,XXAL
XXALYF110808063,XXALYF2011063,129.0904,46.446,2013-1-1,XXAL
XXALYF110808064,XXALYF2011064,129.0953,46.4494,2013-1-1,XXAL
XXALYF110808065,XXALYF2011065,129.096,46.4498,2013-1-1,XXAL
XXALYF110727101,XXALYF2011101,130.6236,48.1289,2013-1-1,XXAL
XXALYF110727102,XXALYF2011102,130.6232,48.1296,2013-1-1,XXAL
XXALYF110728103,XXALYF2011103,130.6494,48.1499,2013-1-1,XXAL
XXALYF110728104,XXALYF2011104,130.6517,48.0699,2013-1-1,XXAL
XXALYF110728105,XXALYF2011105,130.6408,48.0547,2013-1-1,XXAL
XXALYF110728106,XXALYF2011106,130.7286,48.0071,2013-1-1,XXAL
XXALYF110729107,XXALYF2011107,130.7339,48.0049,2013-1-1,XXAL
XXALYF110729108,XXALYF2011108,130.7406,48.1112,2013-1-1,XXAL
XXALYF110729109,XXALYF2011109,130.8232,47.7429,2013-1-1,XXAL
XXALYF110729110,XXALYF2011110,130.8232,47.7437,2013-1-1,XXAL
XXALYF110729111,XXALYF2011111,130.8357,47.7426,2013-1-1,XXAL
XXALYF110730112,XXALYF2011112,130.8894,47.7304,2013-1-1,XXAL
XXALYF110730113,XXALYF2011113,130.878,47.7294,2013-1-1,XXAL
XXALYF110730114,XXALYF2011114,130.8424,47.6868,2013-1-1,XXAL
XXALYF110731115,XXALYF2011115,130.2999,48.053,2013-1-1,XXAL
XXALYF110731117,XXALYF2011117,130.3008,48.0534,2013-1-1,XXAL
XXALYF110731118,XXALYF2011118,130.3056,48.0437,2013-1-1,XXAL
XXALYF110731119,XXALYF2011119,130.309,48.0445,2013-1-1,XXAL
XXALYF110731119,XXALYF2011119,130.309,48.0445,2013-1-1,XXAL
XXALYF110731120,XXALYF2011120,130.3217,48.0413,2013-1-1,XXAL
XXALYF110801121,XXALYF2011121,130.1506,48.1148,2013-1-1,XXAL
XXALYF110801122,XXALYF2011122,130.1572,48.0944,2013-1-1,XXAL
XXALYF110801123,XXALYF2011123,129.948,47.8337,2013-1-1,XXAL
XXALYF110801124,XXALYF2011124,129.9657,47.8284,2013-1-1,XXAL
XXALYF110801125,XXALYF2011125,130.0905,47.7986,2013-1-1,XXAL
XXALYF110802126,XXALYF2011126,129.9893,47.7165,2013-1-1,XXAL
XXALYF110802127,XXALYF2011127,129.998,47.7111,2013-1-1,XXAL
XXALYF110802128,XXALYF2011128,130.0015,47.707,2013-1-1,XXAL
XXALYF110802129,XXALYF2011129,130.0658,47.6833,2013-1-1,XXAL
XXALYF110802130,XXALYF2011130,130.1287,47.681,2013-1-1,XXAL
XXALYF110803131,XXALYF2011131,130.2208,47.7324,2013-1-1,XXAL
XXALYF110803132,XXALYF2011132,130.2252,47.7238,2013-1-1,XXAL
XXALYF110803133,XXALYF2011133,130.2414,47.6785,2013-1-1,XXAL
XXALYF110803134,XXALYF2011134,130.2426,47.6785,2013-1-1,XXAL
XXALYF110803135,XXALYF2011135,130.246,47.6718,2013-1-1,XXAL
XXALYF110803137,XXALYF2011137,130.487,47.7623,2013-1-1,XXAL
XXALYF110803138,XXALYF2011138,130.157,48.094,2013-1-1,XXAL
XXALYF110805139,XXALYF2011139,129.7566,47.4132,2013-1-1,XXAL
XXALYF110805141,XXALYF2011141,129.8418,47.41,2013-1-1,XXAL
XXALYF110805142,XXALYF2011142,129.8632,47.4085,2013-1-1,XXAL
XXALYF110805143,XXALYF2011143,129.9544,47.3893,2013-1-1,XXAL
XXALYF110806144,XXALYF2011144,129.7633,47.1488,2013-1-1,XXAL
XXALYF110806145,XXALYF2011145,129.7568,47.1359,2013-1-1,XXAL
XXALYF110806146,XXALYF2011146,129.7564,47.1266,2013-1-1,XXAL
XXALYF110806147,XXALYF2011147,129.8027,47.0938,2013-1-1,XXAL
XXALYF110806148,XXALYF2011148,129.9027,47.0696,2013-1-1,XXAL
XXALYF110806149,XXALYF2011149,129.9466,47.0426,2013-1-1,XXAL
XXALYF110807150,XXALYF2011150,130.1607,47.4965,2013-1-1,XXAL
